COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
26869,3,FC,101,3, P_simo servicio de contacto web y los cubÕculos siempre estàn llenos...Ademàs nos hacen estudiar hasta tarde en EPE...,,,5.0,,2
16044,4,AC,15,2, Mejorar el 3.,,,5.0,,3
27636,3,FC,107,5, Demasiados temas para tan poco tiempo,,,4.0,,2
12688,1,AC,14,1, Mas informaciÑn para los alumnos del 1er ciclo,,,5.0,,3
29883,4,FC,104,1, Attencion,,Delegado,5.0,,4
676,3,AC,25,2, porque es muy bueno en enseÐansa,,,5.0,,4
9842,4,AC,31,1, Porque es muy buena en varias carreras,,,5.0,,3
7937,1,AC,29,1, la exigencia y el trabajo y el conosiemiento de los profesores,,,3.0,,4
17456,1,AC,31,5, Campus,,Delegado,4.0,,4
24072,4,AC,13,5, La carrera de publicidad debem tener buenos profesores,,,6.0,,2
29101,3,FC,100,1, La calidad de la enseÐanza y la exigencia.,,Delegado,4.0,,4
27772,1,FC,106,1, Mejorar el Aula Virtual.,,,4.0,,3
24908,3,AC,6,1, En los cubiculos,,,5.0,,3
16876,4,AC,11,1," Profesores mas calificados y rendimiento de algunos alumnos. Antes, no ingresaba cualquiera a la universidad.",,,7.0,,2
13159,3,AC,7,3, El servicio de AtenciÑn al Alumno es muy lento y desordenado.,,,5.0,,2
2972,1,AC,33,2, Omitir las impresiones,,,6.0,,3
5501,2,AC,11,1, Los trabajos y la forma de enseÐanza,,,7.0,,4
2217,1,AC,37,5, La cafeteria es muy pequeÐa y el servicio de impresiones es muy lento,,Delegado,9.0,,3
14232,4,AC,25,5, Falta espacios recreativos en san Isidro papu,,,6.0,,2
30658,3,FC,103,2, en la calidad de TODOS los profesores y evaluar la modalidad blended mas estudia en casa el alumno que lo que se ve en clase,,,5.0,,3
24565,3,AC,13,1," Bueno uno de las principales problemas de la universidad Monterrico, que es la sede a la que pertenezco es que hay mucha gente y la capacidad es muy pequeÐa para tanto alumnado. los espacio de comprartimiento estan totalmente barrotados de alumnos. por ejemplo, en la cafeteria todas las mesas estan ocupadas, el estacionamiento tambien, los pabellones ,etc.",,,7.0,,3
16018,3,AC,7,1," La universidad es buena, pero la pensiÑn es demasiado alta",,,3.0,,2
5893,1,AC,11,4, No tienen un correcto proceso de matrÕcula para los alumnos ya establecidos,,,6.0,,2
27226,1,FC,107,1," Doy esta calificacion porque algunas veces, el tema de la matricula, temas de estudio etc, es muy burocratico.",,,4.0,,2
27940,3,FC,105,4, no te dan facilidades en nada,,,2.0,,2
22864,2,AC,30,1, Mas facilidad de transito,,Delegado,3.0,,3
9400,1,AC,35,3," No estoy de acuerdo que hayan retirado todas las computadoras, impresiones, no estoy de acuerdo con su innovaciÑn, encima de que cobran un monton nisiquiera nos dan el silabus",,Delegado,4.0,,1
25359,1,FC,101,5, Reconocimiento internacional,,,4.0,,4
3240,3,AC,5,1, Es una universidad muy completa,,Delegado,4.0,,4
26335,1,FC,100,1, En coordinaciÑn y que no se pierda los documentos que otorgamos,,,4.0,,3
23505,3,AC,12,9, SelecciÑn de ingreso màs estricto.,,,3.0,,3
17076,2,AC,31,1, Tener màs horas de taller.,,,4.0,,3
5,3,AC,3,2, En la atenciÑn al alumno,,,6.0,,2
5258,4,AC,15,1," Me encanta la currÕcula que brinda la universidad, la dedicaciÑn de los docentes, la infraestructura, ambientes agradables y los planes de estudio.",,Delegado,5.0,,4
24589,3,AC,30,2, En su atenciÑn al cliente,,,2.0,,3
16189,3,AC,18,4, Mala atenciÑn en atenciÑn al alumno y poca organizaciÑn del sistema administrativo.,GEA,Delegado,6.0,,2
28366,1,FC,109,3, Demasiado alumnado de distintas carreras en un solo salon,,,4.0,,2
32687,4,FC,104,5, En los horarios; y deberian permitirnos matricularnos en cualquier sede como era anteriormente,,,2.0,,3
11439,3,AC,7,6, Espacios para trabajar comodos,,,5.0,,2
17557,1,AC,31,1, Tiene una buena infraestructura y los horarios de los talleres son accesibles,,,5.0,,4
19335,1,AC,28,1, es muy chido XDXDXD,,,3.0,,4
16440,3,AC,3,1, La Universidad es muy buena . Y tiene buenos profesores.,,,5.0,,4
10175,1,AC,36,8, en consulta de desiciones a sus alumnos,,Delegado,6.0,,3
23990,3,AC,5,6," La exigencia y los profesores de buena calidad que brindan a los alumnos, ademàs de brindar mucha experiencia para los estudiantes.",,,7.0,,4
5605,3,AC,2,1, Clases a partir de las 8 am.,,,4.0,,2
28823,3,FC,105,3, Horarios,,,4.0,,3
25588,4,FC,105,2, AtenciÑn,,,4.0,,3
9285,1,AC,17,5, Porque son exigentes y estàn 100% comprometidos con los estudiantes,,Delegado,5.0,,3
27575,3,FC,110,3, Bueno en EPE se lleva lo que es acelerado y serÕa bueno màs herramientas pero si es muy recomendable,,,2.0,,3
16331,4,AC,14,2, Se demora mucho en cargar,,,5.0,,2
4165,3,AC,3,1," Que los profesores son puntuales, una buena enseÐanza",,,5.0,,4
6813,3,AC,15,3, Mejoren el servicio virtual y no suban màs la pensiÑn.,,,6.0,,3
1249,4,AC,9,1," Valoro mucho la oportunidad que me dieron despu_s de jalar mi trica e irme a carta, tuve muchos problemas y mi desempeÐo bajo pero con ayuda del profe a tiempo completo y de las asesorÕas psicolÑgicas pude mejorar mis notas.",,Delegado,5.0,,4
22206,3,AC,17,1, La calidad y dedicaciÑn que dan los profesores a los alumnos.,,Delegado,6.0,,4
20922,4,AC,25,1, mejorar los cursos de matematica,,,4.0,,3
25183,2,AC,5,2, Pensiones muy altas y iMacs malogradas en la rotonda,,,6.0,,3
4971,1,AC,9,4, Porque me parece que nos dan muchas facilidades en todo.,,,5.0,,4
16914,1,AC,37,1, La calidad de enseÐanza que nos brinda la universidad y la acreditaciÑn que te da en el campo laboral.,,Delegado,7.0,,4
27865,3,FC,101,6, Las clases virtuales,,,4.0,,3
16287,4,AC,5,2, Examen de ingreso mas dificil,,,3.0,,3
24962,3,AC,24,2, Los buenos profesores y el prestigio de la universidad,,,7.0,,4
31048,2,FC,101,1, La pension es muy alta,,,5.0,,2
30802,4,FC,101,2, Disponibilidad de horarios,,,4.0,,4
31493,2,FC,107,1," El tema de la aula virtual. Se para colgando,deberian colgar mas informacion de los cursos,etc.",,Delegado,4.0,,3
16322,4,AC,5,10, No se preocupan por los alumnos.,,,2.0,,2
22066,3,AC,29,6, Tecnologia implementada en la Universidad,,,6.0,,4
17768,3,AC,2,3, Eficiencia del internet,,Delegado,6.0,,3
7766,3,AC,20,4, La experiencia de los profesores y algunos servicios que te ofrece la universidad para mejorar tu experiencia academica,,,5.0,,4
4256,1,AC,7,1, No conozco las demas carreras pero como experiencia universitaria es muy bueno pero ya hay mucha gente y campus,,,4.0,,3
18621,4,AC,25,4, poruqe es buena,,,5.0,,3
30768,4,FC,104,4, El nivel de exigencia,,,5.0,,4
19722,3,AC,5,1, Cobran muy caro,,,5.0,,1
14995,3,AC,21,3, pÑr qu esi,,,5.0,,3
10895,3,AC,7,7, Todo bien,,Delegado,4.0,,2
32356,1,FC,100,6," Suben la pension de ingles sin previo aviso,ademas el precio que pagamos por el curso de ingles no es de calidad.",,,2.0,,1
26271,2,FC,108,6," Alto nivel acad_mico, la metodologÕa y las herramientas usadas para el desarrollo de los cursos",,,4.0,,4
2048,3,AC,31,1, Mejorar el Sistema Blended,,,5.0,,3
5657,3,AC,5,5, La calidad de enseÐanza,,,6.0,,4
7872,1,AC,25,3, Falta implementar màs àreas libres o de recreaciÑn. Que haya màs talleres y que el deporte sea para todos los estudiantes que quieran.,,,5.0,,3
9163,4,AC,25,3," Una mejor selecciÑn de docentes , màs talleres y màs horas presenciales",,,5.0,,3
10047,3,AC,31,3, Hay mucha gente en el 3,,,5.0,,3
31382,3,FC,108,1, La emision del Tiu y las respuestas del contacto Web,,,4.0,,3
17670,1,AC,25,2," Lo que debeeia mejorar seria cambiar el sistema blendel, ya que no se aprende de la misma manera que la clase presencial",,,5.0,,3
16528,3,AC,25,3, Las conexiones que tiene en todo el PerÏ y el mundo,,Delegado,6.0,,4
25802,1,FC,109,3,"  al momneto de ingresar encuentro los baÐos faltos de limpieza ya que fueron usados por el alumado de la maÐana tarde.  la intranet es un desastre, deberia ser mas dinamica; pues para todo lo que tenga que hacer debo ingresar mi clave. al final, debo abrir como 3 o 4 paginas para poder hacer mis consultas.  el costo es excesivo, y aun asi no hay beneficios, para EPE, como lo son las becas.  los silabus de los cursos son muy recargados y el tiempo es muy corto.  cuando hay feriados y dÕas q",,,2.0,,1
29023,3,FC,101,1, Valoro el apoyo extra que dan los talleres y tutorias y tambi_n la metodologÕa de enseÐanza,,,4.0,,4
27649,3,FC,107,4, Hay profesores que dominan muy bien los temas pero no los enseÐan bien,,,2.0,,3
20739,3,AC,14,2," Su excelente plan curricular, los profesores son entendibles y los dias culturales es una experiencia que cada persona debe vivir para sentirse bien de la universidad",,,6.0,,4
33194,1,FC,102,4, Servicios que brindan a los alumnos EPE FDS,GEA,,4.0,,3
13458,1,AC,5,1, Aspecto acad_mico,,,5.0,,3
28810,3,FC,109,3, Dar màs prioridad a los cursos de carrera la realidad es otra no muchos curos de letras que creo que no nos sirve de mucho en la vida profesional,,,4.0,,2
24301,3,AC,9,1, Tienen mala atenciÑn al alumno,,,4.0,,2
22923,2,AC,9,3," Es buena universidad, pero las pensiones son elevadas",,Delegado,7.0,,2
30404,4,FC,101,7, El poder interactuar de manera eficiente con los profesores resolviendo mis dudas vis blackboard o correos,,,4.0,,4
10771,3,AC,28,2, Estoy volando en càlculo 2,,,4.0,,3
12481,3,AC,3,1, En las conecciones con los dispositivos Apple,,,4.0,,3
16180,2,AC,25,1, Que hayan mas cubiculos,,,1.0,,2
2879,3,AC,34,1, No apoyan para nada a los alumnos y les quitan muchas posibilidades,,,4.0,,1
19323,2,AC,5,1, Poca atencion al alumno,,Delegado,3.0,,2
5773,1,AC,36,1, Me gusta la organizaciÑn,,,4.0,,3
22944,2,AC,5,1," El tipo de enseÐanza que tiene, la existencia y las comodidades que brinda para el desempeÐo acad_mico de los alumnos.",,,5.0,,4
29909,1,FC,106,5, Mas seguridad al exterior del 1,,,4.0,,3
9514,1,AC,34,1, Mejor infraestructura de ciertos cursos,,,4.0,,3
4014,2,AC,7,1, Pagos,,Delegado,4.0,,2
12318,1,AC,7,1, Me gusta esta universidad.,,Delegado,3.0,,4
11622,3,AC,5,2, Alto costo,,,6.0,,3
1115,1,AC,28,1, El ambiente es muy buenos y los profesores brindan demasiado conocÕmiento,,,6.0,,4
23715,4,AC,21,2, La buena enseÐanza,,,5.0,,4
12808,2,AC,32,1, La aulavirtual,,,4.0,,3
16140,3,AC,31,3," DeberÕan mejorar la calidad del internet en todo el campus, siempre se corta y en ciertas zonas no llega el wifi. Implementar mas ambientes de estudio, ya que el centro de informaciÑn siempre para lleno. Gracias",,,4.0,,3
24614,3,AC,28,2, DeberÕan de mejorar la cafeterÕa. Es un caos cuando es hora de almuerzo.,,,6.0,,3
10054,3,AC,16,10, Màs informaciÑn y prioridad a los alumnos.,,,3.0,,3
14495,3,AC,9,5, En el uso de los ipads para profesores. No conexion usb para trabajos. Problema para estudiantes y profesores,,Delegado,6.0,,2
20912,3,AC,5,2, Me gusta como enseÐan lo profesores,,Delegado,6.0,,4
32035,3,FC,100,5, Enviar las clases virtuales a traves de videos.,,,3.0,,3
15845,1,AC,31,5," Creo que deben seleccionar mejor a sus profesores, ya que no sÑlo es suficiente tener un buen currÕculo sino la calidad humana del ser, es decir contar con valores como la _tica, responsabilidad y respeto",GEA,,6.0,,3
29833,3,FC,107,4," Fallas con las aplicaciones de autoevaluaciÑn, fallas en la actualizaciÑn de notas, mala atenciÑn en la resoluciÑn de incidentes reportados por todos los canales.",,,4.0,,1
15168,3,AC,31,1, no deberÕan subir la pensiÑn por ciclo y aprobar con 11,,,4.0,,3
29314,3,FC,104,3, Valoro la informaciÑn y la tecnologÕa brindada,,Delegado,4.0,,4
19975,4,AC,31,1, Faltan mesas en la cafeterÕa que està en la plazuela,,,4.0,,3
17597,1,AC,33,2, La enseÐanza,,,6.0,,4
15303,1,AC,25,1," Las facilidades que ofrecen a los alumnos (laboratorios, biblioteca,etc) y los centros deportivos",,,5.0,,4
14483,1,AC,33,3, Muertos reales para medicina,,,5.0,,3
20660,1,AC,34,1, Subir el nivel de cursos generales. Son cosas muy basicas que todo alumno deberia saber aÐ salir del colegio.,,,5.0,,3
23344,3,AC,6,2," Porque tienen un PÄSIMO sistema con sus clientes, qui_nes son sus alumnos. Y muchas cursos ni son necesarios porque atrasan, todo un curso se puede basar en un libro sin que lo podamos aplicar en el ambiente laboral",,,6.0,,3
30870,3,FC,108,10," Las facilidades, en todos los aspectos, que brinda a las personas que trabajamos",,,4.0,,4
3968,3,AC,31,3," Buen sistema de estudio, de acuerdo a lo actual",,,3.0,,4
33177,1,FC,111,9," Deben mejorar en coordinaciÑn de actividades, en proceso de matrÕcula, correos informativos, etc",,,4.0,,3
15925,3,AC,9,2, La Universidad debiera mejorar en cuanto a organizaciÑn. En estos momentos quiero realizar un proceso de cambio de carrera pero se me està dificultando ya que no me dan informaciÑn relevante.,,Delegado,7.0,,3
22610,3,AC,13,1, Encontr_ una cucaracha en el manÕ del GOgreen deberÕan verificar la higiene de sus establecimientos,,,7.0,,2
14815,1,AC,28,1, La u es buena,,,4.0,,4
27371,2,FC,108,3, La oportunidad de alcanzar mis metas y el grado de exigencia para lograrlo,,,4.0,,4
30234,1,FC,101,9," Me gustarÕa que la enseÐana se mejore ampliando el plan curricular, ya que durante el tiempo que he estado estudiando ya que muchos de los cursos son blended siento que mi aprendizaje no esta bien fundamentado y falta reforzar",,Delegado,4.0,,1
30445,1,FC,107,1, En las clases blended no se oye bien,,,2.0,,3
24373,3,AC,5,4," DeberÕan haber asesorÕas para los cursos blended ya que, son menos horas y es màs complicado para entender. Sobre todo en los cursos de nÏmeros",,,5.0,,3
30708,2,FC,107,4," Los talleres o las recuperaciones de clases no dictadas en ovaciones se recuperan los sàbados y habemos estudiantes que trabajamos los sàbados, vale decir que las recuperaciones deben ser en los horarios de clase",,,3.0,,3
23460,3,AC,5,6, en la atenciÑn al alumno.,,,8.0,,1
20762,4,AC,31,2," La exigencia, me encanta la exigencia, asimismo, la visiÑn empresarial, esos dos aspectos mencionados son virtudes que tiene la universidad pero creo que puede exigir e innovar mas",,,5.0,,4
18005,3,AC,21,1, Menos alumnado,,,6.0,,3
24641,3,AC,15,1, Buena enseÐanza.,,,6.0,,4
23951,3,AC,9,4, Implementar màs recursos. Cubiculos.,,,8.0,,3
28838,3,FC,104,4, rea acad_mica,,,5.0,,3
27269,3,FC,101,9," Los profesores, el soporte tecnolÑgico, laboratorios, etc.",,,3.0,,4
30770,4,FC,106,2, La infraestructura y en la mayorÕa de los casos los buenos profesores.,,,4.0,,4
5105,4,AC,31,4, En la exigencia y dejar de aumentar la pension. Existen universidades menos caras y con buen nivel en exigencia.,,,4.0,,3
32548,4,FC,101,2, No nos dan facilidades a los de EPE,,,4.0,,2
15429,3,AC,16,7, Centro de atenciÑn al alumno no està muy capacitado para brindar informaciÑn. La accesibilidad a la informaciÑn es obtaculizada por no contar con libros digitales o tener los suficientes ejemplares para el alumnado. SÑlo hay 2 seminarios de la carrera por ciclo. No hay muchos talleres de pocas sesiones los viernes culturales.,,,4.0,,2
28157,3,FC,108,4," En los talleres,la programaciÑn no es muy acertada",,,4.0,,3
14786,3,AC,25,5, Està a la vanguardia de la educaciÑn,,,5.0,,4
5376,3,AC,32,1, La tecnologÕa,,,6.0,,4
22705,3,AC,34,5," Las herramientas que me da la universidad para mi desarrollo, y de los convenios.",,,6.0,,4
18550,1,AC,36,2, La tecnologÕa,,,6.0,,4
31601,1,FC,109,6," Porque tiene a los mejores profesores, tiene la acreditaciÑn y porque a diferencia de otras universidades la calidad de la infraestructura es de primera.",,,4.0,,4
6331,2,AC,9,1, La poca concideracion que tiene la univesidad con el mal trato de los profesores a los alumnos,,,6.0,,1
24817,3,AC,23,2, La calidad de los profesores,,,5.0,,4
23776,2,AC,25,1, Esta perfecto,,,2.0,,3
3650,1,AC,31,1," deberÕan dar mas disponibilidad con los horarios, abrir mas salones tambi_n deberÕan dar mas horas por semana en el gym y la piscina",,,5.0,,2
5320,3,AC,25,2," La malla curricular de todas las carreras esta bien establecida, ademàs de la accesibilidad a los recursos como cubiculos y computadoras. La calidad de profesores por lo menos en Ing. Civil es excelente. Ing. Tumialan",,Delegado,4.0,,4
15492,3,AC,14,1, La educaciÑn,,Delegado,6.0,,4
388,4,AC,14,1, La calidad de enseÐanza es muy notoria desde el primer dÕa de clase.,,,5.0,,4
10213,1,AC,31,2," Qu_ hayan disponibles computadoras con los programas autocad, inventor, etc",,,6.0,,3
32292,1,FC,109,6, incremento costos de matrÕcula . restricciÑn de horarios en otras sedes . profesores que no manejan la pedagogÕa epe,,,2.0,,2
30713,3,FC,105,5, Orientar cursos realmente importantes por carrera,,,3.0,,3
7646,1,AC,26,5," La metodologÕa de enseÐanza, mediante la tecnologÕa, capacitar màs a los docentes en este campo.",,,5.0,,3
21260,3,AC,31,5, Las oportunidades ante un problema acad_mico o economico,,,4.0,,4
20071,4,AC,20,2, Excelente calidad,,Delegado,6.0,,4
24947,3,AC,12,8, La limpieza de los baÐos,,Delegado,5.0,,4
20535,3,AC,6,2, Calidad de servicio,,,4.0,,3
2130,3,AC,16,2, En el costo de mensualidad,,,5.0,,2
4181,4,AC,9,2, Algunos servicios son deficientes como los baÐos de los primeros pisos o la reducciÑn de espacio por un Starbucks.,,,7.0,,3
27818,2,FC,100,1, Antes de iniciar las clasesse debe dar un soporte al alumno sobre el tema de blackboard escuche a muchos quejàndose de eso,,,4.0,,3
32818,3,FC,105,2," Quise realizar un cambio de sede, la cual me dijeron podrÕan ayudarme, pero solo contestaron unos de mis correos y al acercarme no me brindaron ni la soluciÑn ni la ayuda, muy al contrario se me puso peros, a lo que iba a ser una soluciÑn",,,4.0,,2
27642,3,FC,107,4, En el inmobiliario,,,3.0,,3
29392,4,FC,101,4, Los horarios de las clases; que te permiten tambien trabajar,,,3.0,,4
7792,3,AC,7,4, la mensualidad por favor,,,5.0,,3
17420,1,AC,25,4," Bajar la pensiÑn. Verificar que todos los profesores enseÐen adecuadamente. No importa el grado tanto como que enseÐe bien. Es excelente que traigan profesores con altos grados y reconocimientos, pero un curso de docencia no harÕa mal. AsÕ habrÕan menos jalados y menos alumnos que buscan academias para aprender externamente y asisten a clases sÑlo por asistencia.",,,5.0,,3
10463,4,AC,28,7, DeberÕan promocionar la universidad para ser una de las mas importantes del paÕs y exigencia en calidad educativa,,Delegado,6.0,,3
22537,1,AC,1,1," Wifi lento, profesores de càlculo que no explican bien",,,5.0,,3
20300,3,AC,5,4, Considero que no todos los cursos tienen que ser blended ademàs mejorar el soporte del Internet que es p_simo.,,Delegado,4.0,,3
9063,4,AC,26,3, Es buena,,,4.0,,4
14141,4,AC,25,2," Sistema complicado para recategorizaciones. Campus muy pequeÐo, sin areas verdes .",,,5.0,,3
23800,2,AC,7,1, Mayor exigencia,,Delegado,4.0,,3
13898,4,AC,14,4," AÏn esta muy joven la universidad, la sede de San Isidro es muy pequeÐa. AÏn falta tener màs convenios y le doy mucho merito por seguir haciendo capacitaciones y charlas. Aparte de actualizarse constantemente.",,,6.0,,3
8538,3,AC,34,2, Es genial,,Delegado,6.0,,4
22889,2,AC,17,1, Màs espacio de esparcimiento,,,6.0,,3
11966,1,AC,25,4," Mejorar la calidad de matricula, abran mas horarios.",,,5.0,,3
13932,4,AC,5,4, me gustaria que haya mas ambientes abiertos,,,6.0,,2
20399,4,AC,5,3," Tienen un proceso de matricula demasiado malo, y demasiada gente aceptan",,,4.0,,2
14410,2,AC,13,1, La calidad de los profesores,,,5.0,,4
21704,3,AC,7,4," Demasiada gente en los campus, muy pocos alumnos, servicio ineficiente de matrÕculas, no hay espacio para los alumnos de arquitectura ( aulas de trabajo, guardar maquetas, etc)",,Delegado,5.0,,3
3732,2,AC,31,1, Innova,,,5.0,,4
12323,1,AC,34,1, Que no cobren tanto.,,Delegado,7.0,,3
23036,3,AC,34,7, ActualizaciÑn de datos. Yo tuve un problema porque no me apareciÑ mi promedio del ciclo 20151 hasta que empezÑ el siguiente ciclo 20152 y me cobraron mi primera boleta y por esa desactualizacion no tomaron en cuenta el descuento que merecÕa por mi promedio (yo lo calcul_ por mi cuenta). Tuve que acercarme a reclamar para que actualicen ese dato y se solucionÑ (me aplicaron el descuento). He escuchado experiencias similares de mis compaÐeros por actualizaciÑn de datos.,,,7.0,,3
19600,4,AC,13,5," En los pocos espacios de la univerisidad, por ejemplo, en la plazuela de san Isidro que es pequeÐa le quiten espacio para poner un starbucks. DeberÕa priorizar los pocos espacios con los que cuenta la universidad",,,1.0,,3
33628,4,PRESENCIAL,222,1," Mejorar la currÕcula de algunos cursos, mantener los buenos profesores",,,,,3
3329,4,AC,11,4," La universidad abarca una gran cantidad de alumnos por lo que es necesario que amplien el area de stansa, las filas son interminables. A demas, los baÐos del pabellon A no cuentan con un adecuado sistema de ventilacion logrando que cualquier persona al ingresar sienta un olor totalmente desagradable y anti higienico.",,,7.0,,2
33235,1,FC,111,3," El sistema web es deficiente, tiene fallas intermitentes",,,4.0,,1
2019,4,AC,25,8, Infraesteuctura y profesores,,,7.0,,4
13164,1,AC,33,2, Considero que se deberia seguir capacitando a los profesores y homogeneizar las enseÐanzas de ellos pues algunas veces existen discordancias entre las opiniones de cada uno respecto a distintos temas,,,6.0,,3
22664,1,AC,9,6, En dejar de insistir en que llene una encuesta.,,,3.0,,3
7957,1,AC,31,1," Valoro su exigencia y apoyo en talleres de diversos cursos , la plana docente es maravillosa y eficaz .",,,3.0,,4
21312,3,AC,40,1, Ya hay demasiada gente y muchas veces falta espacio para ocio.,,,6.0,,2
30064,4,FC,101,3, En universidad online porque se para colgando la pagina,,,3.0,,3
23325,2,AC,14,1, Deben mejorar en formar el horario se hace muy confuso,,,3.0,,3
22402,1,AC,17,3, Es muy exigente con una enseÐanza profunda.,,,5.0,,4
14743,3,AC,5,2, Porque es una buena universidad,,,6.0,Deportista,4
16883,3,AC,17,1, esta bien,,,6.0,Deportista,2
7179,4,AC,13,6, Que existen buenos profesores y una malla curricular impecable,,Delegado,8.0,,4
33336,2,FC,107,8, Por la enseÐanza,,,4.0,,3
30010,1,FC,108,7," Al momento de matricularme no me brindan el apoyo cuando tengo problemas, se pierde tiempo en contacto universidad porque responden a los 3 dÕas o los telefonos no contestan y si lo hacen es cuando ya terminÑ la matricula.",,,3.0,,3
5600,3,AC,29,2, Prestigio a nivel nacional,,,5.0,,3
28013,4,FC,107,2," mejorar el proceso de matricula, es muy confuso y no muy flexible",,,4.0,,3
4404,1,AC,35,1," Buenos profesores. Sin embargo, algunas metodologÕas que aplican a ciertos cursos no creo que sea la Ñptima.",,,4.0,,3
14209,3,AC,14,2, Cubiculos y alimentos,,Delegado,6.0,,3
28636,1,FC,104,4," De acuerdo con la.meyodologÕa de enseÐanza, no hay mucha informaciÑn sobre beneficios econÑmicos para alumnos destacados o no existen dichos beneficios.",,,5.0,,3
25793,3,FC,105,2, El servicio de contacto web es deplorable en su totalidad. Han cerrado las sedes pequeÐas como los colegio a donde se podÕa estudiar tal como Liceo naval Esto dificulta el salir del trabajo e ir a las sedes principales que estàn lejos. Lo que antes era un respiro hoy es un dolor de cabeza. Las clases empiezan a las 8 de la noche y ya no a las 7 Ñsea empeoraron hasta en las horas. TenÕa disponible para llevar varios curso pero como cerraron los colegios ahora todo estaba topado en monterrico. El,,,4.0,,2
27425,4,FC,108,8," Algunos profesores, unos pocos no tienen metodologÕa de enseÐanza",,,3.0,,3
17823,1,AC,3,1, La calidad que tiene,,,5.0,,4
31590,3,FC,109,1, Su prestigio,,,4.0,,4
17158,2,AC,7,1, Atencion al alumno podria mejorar para no crear muchos conflictos a la hora de la matricula,,,3.0,,3
20896,3,AC,11,3, la calidad educativa,,,7.0,,4
26759,3,FC,109,1, Hay profesores que no tienen el nivel necesario,,,4.0,,2
27567,3,FC,107,3," En capacitar en las aplicaciones que tiene la universidaf, por ejemplo el blackboard",,,4.0,,3
18010,3,AC,3,2," Nos aumentan la pensiÑn cada ciclo, y ni siquiera por eso nos dan mejor servicio, ni talleres libres, quitan las computadoras por iPads y nisiquiera se encargan d q funcione bien, la red es horrible nisiquiera los vÕdeos d clase reproducen. Eso solo un poco d todo lo ineficientes Por favor dejen de solo lucrar y tambi_n aportennos buen servicio",,,5.0,,2
19003,3,AC,14,7, Que haya un mayor filtro con respecto a los profesores.,,,8.0,,3
20893,4,AC,3,3," Las clases antes eran totalmente presencial, ahora todo es blended lo cual crea dificultad ya que no aprendemos del todo los cursos, creo que deberÕan volver las clases totalmente presenciales. AsÕ los alumnos tendrÕan una mejor relaciÑn con los profesores y podrÕan resolver sus dificultades.",,,5.0,,2
4041,1,AC,35,1, La forma de enseÐar e innovar el aprendizaje,,,5.0,,4
12018,3,AC,3,2," Deben mejorar los cursos blended, yo creo que hacer los cursos de matematica, ya sea calculo, etc no es recomendable.",,,6.0,,3
7411,1,AC,7,3, La buena enseÐanza y la tecnologia que utiliza la universidad; como los beneficios que tiene,,,4.0,,4
28138,1,FC,108,1," deben pensar mas en los alumnos epe , piensan que sabemos mucho y reci_n estamos empezando . pero nos enseÐan como si estuvi_ramos en un nivel avanzado .",,,3.0,,3
24758,3,AC,3,1, Mejoren la atenciÑn del alumno.,,,7.0,,2
13072,4,AC,3,5, Buenos convenios internacionales,,,7.0,,4
571,3,AC,5,4, Bajen la pension,,,7.0,,3
29866,2,FC,101,2," El sistema tiene muchas fallas y aumentan las mensualudades a cada rato y no hay mejoras en el sistema que es un soporte importante para este tipo de enseÐanza, han reducido los talleres de soporte de estudio",,,2.0,,2
28858,3,FC,108,10," Se debe mejorar en los medios de comunicaciÑn que existen para hacer consultas o reclamos tales como que contacto web y los tel_fonos, ya que ambos no siempre responden a tiempo y se pierde mucho tiempo, son muy malo canales de comunicaciÑn",,,4.0,,3
30970,3,FC,107,4, Infraestructuras por el ruido exterior del tràfico,,,4.0,,3
13158,3,AC,7,7, en la cantidad y el buen mantenimiento de los enchufes por pabellÑn sobre todo en arquitectura,,Delegado,4.0,,3
4093,2,AC,3,1," En los sanitarios deberia ser colocado papel toalla para secado de manos, la mayorÕa usa el papel higienico en vez del secamanos Vias de entrada y salida separadas por alguna barandilla en la puerta principal dela sede san miguel y evitar el caos en hora punta Un puesto de fruteria dentro del 2",,,5.0,,3
13922,4,AC,22,2," Es una universidad que no solo se preocupa por la formaciÑn acad_mica, fomenta el deporta y las habilidades blandas como espacios de ayuda social",,,6.0,Deportista,4
3945,1,AC,25,1, Las tutorÕas,,,4.0,,4
17876,3,AC,31,2," Falta muchas cosas, ademas no son eficientes",,,4.0,,1
21757,3,AC,7,1," Hay profesores que no les gusta explicar, en cursos de arquitectura",,,4.0,,2
15305,3,AC,29,7, Tiene buenos profesores.,,Delegado,7.0,,4
28938,3,FC,101,8, Las disposiciÑn es y normas aplicadas por la Universidad perjudican a los alumnos ya que esos cambios nos han afectado. Ejm las sedes y horarios han hecho que que mi presupuesto mensual aumentÑ ya que ahora tomo taxi.,,,4.0,,2
18928,1,AC,33,3, Tomar en cuenta las quejas de los alumnos frente a los cursos. Que los coordinadores de cursos sean evaluados en cuestiÑn a como este esta siendo desarollado,,Delegado,6.0,,3
30889,3,FC,108,11, Suben las pensiones constantemente. Horario de clase no suficientes.,,,3.0,,2
21139,3,AC,25,6," La tecnologÕa, comodidad y su alto nivel de exigencia...",,,6.0,,4
